220,Resurgence,buffs
221,62532 DO NOT TRANSLATE,buffs
222,62534 DO NOT TRANSLATE,buffs
224,62536 DO NOT TRANSLATE,buffs
225,62538 DO NOT TRANSLATE,buffs
226,62540 DO NOT TRANSLATE,buffs
227,62542 DO NOT TRANSLATE,buffs
228,62544 DO NOT TRANSLATE,buffs
229,62546 DO NOT TRANSLATE,buffs
230,62548 DO NOT TRANSLATE,buffs
233,62554 DO NOT TRANSLATE,buffs
235,Extravagant Red Mushroom,buffs
236,62558 DO NOT TRANSLATE,buffs
237,Venison Stew (Level 1),buffs
238,Venison Steak (Level 1),buffs
239,Nui's Grace,buffs
240,Slow,buffs
242,Bleeding (Rank 1),buffs
243,Stun,buffs
244,Death Resistance,buffs
245,Silence,buffs
246,Fire,buffs
247,Freeze,buffs
248,Ice,buffs
249,Freezing Arrow,buffs
250,Electric Shock,buffs
253,Levitate,buffs
254,Statue's Curse,buffs
255,Disguise,buffs
256,Intensity,buffs
257,Silence,buffs
258,Protective Wings,buffs
259,62600 DO NOT TRANSLATE,buffs
260,62602 DO NOT TRANSLATE,buffs
261,62604 DO NOT TRANSLATE,buffs
262,Intelligence Boost (Level 6),buffs
265,Decreased Magic Defense,buffs
266,Silence,buffs
267,Electric Shock,buffs
268,62614 DO NOT TRANSLATE,buffs
269,62616 DO NOT TRANSLATE,buffs
270,Tremor,buffs
272,Move Speed Booster Effect,buffs
273,Attack Speed Booster Effect,buffs
274,Casting Speed Increase,buffs
275,Physical Attack Decrease,buffs
276,Magic Attack Decrease,buffs
277,Max Health Rank 1 Food Buff,buffs
278,Max Health Rank 2 Food Buff,buffs
279,Max Health Rank 3 Food Buff,buffs
280,Max Health Rank 4 Food Buff,buffs
281,Max Health Rank 5 Food Buff,buffs
282,Max Health Rank 6 Food Buff,buffs
283,Mana Cuisine Level 1 Effect,buffs
284,Mana Cuisine Level 2 Effect,buffs
285,Mana Cuisine Level 3 Effect,buffs
286,Mana Cuisine Level 4 Effect,buffs
287,Vigor Dish Level 5 Effect,buffs
288,Vigor Dish Level 6 Effect,buffs
289,Defense Dish Level 1 Effect,buffs
290,Defense Dish Level 2 Effect,buffs
291,Defense Dish Level 3 Effect,buffs
292,Defense Dish Level 4 Effect,buffs
293,Defense Dish Level 5 Effect,buffs
294,Defense Dish Level 6 Effect,buffs
295,Melee Attack Dish Level 1 Effect,buffs
296,Melee Attack Dish Level 2 Effect,buffs
297,Melee Attack Dish Level 3 Effect,buffs
298,Melee Attack Dish Level 4 Effect,buffs
299,Melee Attack Dish Level 5 Effect,buffs
300,Melee Attack Dish Level 6 Effect,buffs
301,Ranged Attack Dish Level 1 Effect,buffs
302,Ranged Attack Dish Level 2 Effect,buffs
303,Ranged Attack Dish Level 3 Effect,buffs
304,Ranged Attack Dish Level 4 Effect,buffs
305,Ranged Attack Dish Level 5 Effect,buffs
306,Ranged Attack Dish Level 6 Effect,buffs
307,Skill Attack Dish Level 1 Effect,buffs
308,Skill Attack Dish Level 2 Effect,buffs
309,Skill Attack Dish Level 3 Effect,buffs
310,Skill Attack Dish Level 4 Effect,buffs
311,Skill Attack Dish Level 5 Effect,buffs
312,Skill Attack Dish Level 6 Effect,buffs
313,Health Regen Rank 1 Food Buff,buffs
314,Health Regen Rank 2 Food Buff,buffs
315,Health Regen Rank 3 Food Buff,buffs
316,Health Regen Rank 4 Food Buff,buffs
317,Health Regen Rank 5 Food Buff,buffs
318,Health Regen Rank 6 Food Buff,buffs
319,Mana Recovery Cuisine Level 1 Effect,buffs
320,Mana Recovery Cuisine Level 2 Effect,buffs
321,Mana Recovery Cuisine Level 3 Effect,buffs
322,Mana Recovery Cuisine Level 4 Effect,buffs
323,Invigorating Dish Level 5 Effect,buffs
324,Invigorating Dish Level 6 Effect,buffs
325,Digestive Fluid,buffs
326,Soundwave Attack,buffs
328,Redoubt (Level 1),buffs
329,Redoubt (Level 2),buffs
330,Redoubt (Rank 3),buffs
331,Refreshment (Rank 2),buffs
332,Refreshment (Rank 3),buffs
333,Refreshment (Rank 4),buffs
334,Refreshment (Rank 5),buffs
335,Leap (Monster),buffs
336,Webbed,buffs
339,62754 DO NOT TRANSLATE,buffs
340,Freerunner (Rank 1),buffs
343,Black Hole,buffs
344,Gushing Strength,buffs
345,Trust Yourself,buffs
346,Good Fortune,buffs
347,Understanding Magic,buffs
348,Magic Awakening,buffs
349,Amplified Magic,buffs
350,Solidify,buffs
351,Temper,buffs
352,Regeneration,buffs
353,Deer's Hoof,buffs
354,Bee Dance,buffs
355,Spider Hands,buffs
356,62784 DO NOT TRANSLATE,buffs
357,62786 DO NOT TRANSLATE,buffs
358,62788 DO NOT TRANSLATE,buffs
359,62790 DO NOT TRANSLATE,buffs
360,62792 DO NOT TRANSLATE,buffs
361,62794 DO NOT TRANSLATE,buffs
362,62796 DO NOT TRANSLATE,buffs
363,62798 DO NOT TRANSLATE,buffs
364,62800 DO NOT TRANSLATE,buffs
365,62802 DO NOT TRANSLATE,buffs
366,62804 DO NOT TRANSLATE,buffs
367,62806 DO NOT TRANSLATE,buffs
368,62808 DO NOT TRANSLATE,buffs
369,62810 DO NOT TRANSLATE,buffs
370,62812 DO NOT TRANSLATE,buffs
371,62814 DO NOT TRANSLATE,buffs
372,62816 DO NOT TRANSLATE,buffs
373,62818 DO NOT TRANSLATE,buffs
374,62820 DO NOT TRANSLATE,buffs
375,Purge,buffs
376,62824 DO NOT TRANSLATE,buffs
377,62826 DO NOT TRANSLATE,buffs
378,62828 DO NOT TRANSLATE,buffs
379,62830 DO NOT TRANSLATE,buffs
380,62832 DO NOT TRANSLATE,buffs
381,62834 DO NOT TRANSLATE,buffs
382,62836 DO NOT TRANSLATE,buffs
383,62838 DO NOT TRANSLATE,buffs
384,Invincibility,buffs
385,Old) Fast Run,buffs
386,Thorn Shield,buffs
387,Disease,buffs
388,Blind,buffs
389,Mounted Defense,buffs
390,Wrist Injury,buffs
391,Poison Mist,buffs
392,Root,buffs
394,Deadly Poison,buffs
395,Blood Spray,buffs
396,Territorial Marking,buffs
397,Contagious Disease,buffs
398,Absorb Lifeforce,buffs
399,Absorb Lifeforce,buffs
400,Sleep Immunity,buffs
402,62874 DO NOT TRANSLATE,buffs
403,62876 DO NOT TRANSLATE,buffs
404,Battle Focus (Rank 1),buffs
405,Dancing Buff,buffs
407,Confusion,buffs
408,Mounted Knockdown,buffs
409,62888 DO NOT TRANSLATE,buffs
411,Water Elemental Shackle,buffs
412,Wind Elemental Shackle,buffs
413,Gust,buffs
414,Deep Sleep,buffs
415,Raging Elemental,buffs
416,Stun,buffs
417,Silence Immunity,buffs
419,Exorcism,buffs
420,Stomachache,buffs
421,Disease Immunity,buffs
422,Soul Sword Dance,buffs
424,Penetration,buffs
425,Casting Interrupted,buffs
426,Insulating Lens (Rank 2),buffs
427,Insulating Lens (Rank 3),buffs
428,Insulating Lens (Rank 4),buffs
429,Insulating Lens (Rank 5),buffs
430,Breakthrough,buffs
431,Frigid Tracks,buffs
432,Whirlwind,buffs
433,Inferno,buffs
434,Shield of Faith,buffs
435,Fire Arrow,buffs
436,Burn,buffs
437,Heal Wild Animal,buffs
438,Parasite,buffs
439,Skewer,buffs
441,Trip,buffs
442,62953 DO NOT TRANSLATE,buffs
443,Stun,buffs
445,Toughened (Rank 1),buffs
446,Toughened (Rank 2),buffs
447,Toughened (Rank 3),buffs
448,Toughened (Rank 4),buffs
449,Focal Concussion,buffs
451,Double Recurve (Rank 1),buffs
452,Double Recurve (Rank 2),buffs
453,Double Recurve (Rank 3),buffs
454,Double Recurve (Rank 4),buffs
455,Meditation,buffs
457,Meditation (Level 1),buffs
458,Meditation (Level 2),buffs
459,Meditation (Level 3),buffs
460,Meditation (Level 4),buffs
462,Hummingbird Ditty (Rank 1),buffs
463,Hummingbird Ditty (Rank 2),buffs
464,Hummingbird Ditty (Rank 3),buffs
465,Hummingbird Ditty (Rank 4),buffs
466,Hummingbird Ditty (Rank 5),buffs
467,Curse,buffs
468,Liberation,buffs
470,Crow Attack,buffs
472,Temporary Alliance,buffs
473,Floatation (Wraith Summon),buffs
474,Enhanced Shackle,buffs
475,Combustion Immunity,buffs
476,Electric Shock Immunity,buffs
477,Wraith's Curse,buffs
478,Healing Area,buffs
479,Evasion,buffs
480,Sharpshooting,buffs
481,Weapon Maneuvers,buffs
482,Folding Time,buffs
483,Piercing,buffs
484,Ranged Defense,buffs
485,Debuff,buffs
486,Wild Instincts,buffs
487,Grateful Mind,buffs
488,Consecutive Evasion,buffs
490,Shield Edge,buffs
492,Shield Edge,buffs
494,Zeal,buffs
495,Zeal,buffs
496,Absorb Physical Damage (Low),buffs
497,63052 DO NOT TRANSLATE,buffs
498,Absorb Damage,buffs
499,Awakening,buffs
500,Aftereffect,buffs
501,Stun,buffs
502,Provoked,buffs
503,Shield Edge,buffs
504,Halfmoon Slash - Struck,buffs
505,Tripped,buffs
506,Ranged Defense,buffs
507,Shrug It Off,buffs
508,Goblin's Strength,buffs
509,Stun,buffs
511,63080 DO NOT TRANSLATE,buffs
512,Piercing,buffs
513,Consecutive Evasion,buffs
514,Bleeding (Rank 2),buffs
515,Bleeding (Rank 3),buffs
516,Bleeding (Rank 4),buffs
517,Bleeding (Rank 5),buffs
518,Tripped,buffs
519,Why Me?,buffs
520,Startled Boar,buffs
521,Shield Slide,buffs
522,Purge,buffs
523,Sleep,buffs
524,Goddess Tear,buffs
525,Unstable Solution,buffs
526,Toxic Substance!,buffs
527,Melting Blackmane Tribe!,buffs
529,Divine Touch,buffs
530,Shatigon's Blessing,buffs
532,Fury,buffs
533,Reprisal,buffs
534,Reprisal,buffs
535,Goblin's Blessing,buffs
536,Mana Pool Increase,buffs
537,Lineriph's Levitate,buffs
538,63134 DO NOT TRANSLATE,buffs
539,Enhanced Mana Recovery,buffs
542,Urgency (Rank 1),buffs
543,Resistance Counterattack,buffs
544,Resistance Counterattack,buffs
545,Untouchable,buffs
547,Powerful Sleep,buffs
548,Wood Elemental Summon Contract,buffs
549,Eruption Damage,buffs
550,Returning,buffs
551,Telekinesis,buffs
552,Blessing,buffs
553,Resurrection (Rank 1),buffs
554,Resurrection (Rank 3),buffs
555,Resurrection (Rank 4),buffs
556,Resurrection (Rank 2),buffs
557,Stealth Removal,buffs
558,Quick Recovery,buffs
559,Quick Recovery,buffs
560,Evasive Counterstrike,buffs
562,Hot Springs Surge,buffs
565,Loanshark Gorusama,buffs
576,63186 DO NOT TRANSLATE,buffs
577,Loanshark's Henchman,buffs
579,Stunned Lizard,buffs
580,Furious Lizard,buffs
582,Corrosion,buffs
583,Thundercloud,buffs
584,Sallium Military,buffs
585,Fiery Gift,buffs
587,Tranquility,buffs
588,Strange Combat,buffs
591,Trip,buffs
592,Foresails Furled,buffs
593,Cursed Lullaby,buffs
596,Mad Lute Performer,buffs
599,Stealth (Rank 1),buffs
600,Stealth (Rank 2),buffs
601,Stealth (Rank 3),buffs
602,Sleep Immunity,buffs
603,Sleep Gas,buffs
607,Launched,buffs
608,Burn Immunity,buffs
609,Transforms into Bloodhand (Eastern),buffs
610,Straining Ears,buffs
611,Freed from Shackling,buffs
612,Enthralled Giant,buffs
613,Elemental's Trap,buffs
615,Lowering Anchor,buffs
616,Examiner of Ordeal,buffs
617,Shocking Flavor,buffs
618,Feathery Body,buffs
620,Furious Wolf Trainer,buffs
621,Unassailable,buffs
623,Body Poison Removal,buffs
624,Poison Removal,buffs
626,Queen's Curse,buffs
627,Queen's Curse,buffs
628,Fear of Curses,buffs
629,Wraith Being Exorcised,buffs
631,Prisoner,buffs
632,Your cover is blown!,buffs
634,Hot Springs Explosion,buffs
635,Mainsails Furled,buffs
637,Awakened Gargoyle,buffs
638,Furling Mainsails,buffs
639,Possessed by the Demon,buffs
640,Demonized,buffs
641,Starving Wolf,buffs
642,Awakened Fire Elemental,buffs
643,Cancel Mage Rostoff's Stealth,buffs
644,Furling the Foresails,buffs
645,Lowering the Anchor,buffs
646,Swordsman getting sucked into painting,buffs
647,Wandering Soul of Rufus's Wife,buffs
648,Burning Wraith,buffs
649,Play Dead,buffs
650,Turning Anchor Device,buffs
651,Extract Nymph Essence,buffs
652,Purified Banshee,buffs
653,Released Villager,buffs
656,Quickstep (Rank 1),buffs
657,Quickstep (Rank 2),buffs
658,Quickstep (Rank 3),buffs
659,Quickstep (Rank 4),buffs
660,Quickstep (Rank 5),buffs
661,63350 DO NOT TRANSLATE,buffs
662,Ode to Recovery (Rank 1),buffs
663,Ode to Recovery (Rank 3),buffs
664,Ode to Recovery (Rank 2),buffs
665,63358 DO NOT TRANSLATE,buffs
666,63360 DO NOT TRANSLATE,buffs
667,Bloody Chantey (Rank 1),buffs
668,Folding Sails,buffs
669,Hideous Life Form,buffs
670,Defense Boost (Rank 1),buffs
671,Defense Boost (Rank 2),buffs
672,Royal Guard's Honor,buffs
673,Ambitious Lord's Vow,buffs
674,Kingdom's Heart,buffs
675,Defense Boost (Rank 6),buffs
676,Defense Boost (Rank 7),buffs
677,Defense Boost (Rank 8),buffs
678,Defense Boost (Rank 9),buffs
679,Defense Boost (Rank 10),buffs
680,Savory Meatballs,buffs
681,Tamed Horse,buffs
682,Ancient Ghost,buffs
683,Savory Tenderloin,buffs
684,Savory Sirloin,buffs
685,Savory Ribs,buffs
686,Roast Meatballs,buffs
687,Roast Tenderloin,buffs
688,Roast Sirloin,buffs
689,Roast Ribs,buffs
690,Smoked Meatballs,buffs
691,Smoked Tenderloin,buffs
692,Smoked Sirloin,buffs
693,Smoked Ribs,buffs
694,Meatball Kebab,buffs
695,Tenderloin Kebab,buffs
696,Sirloin Kebab,buffs
697,Rib Kebab,buffs
698,Fruit Punch,buffs
699,Honey Mead,buffs
700,Bubble Tea,buffs
701,Tangy Soda,buffs
702,Savory Soup,buffs
703,Whole Grain Soup,buffs
704,Vegetable Soup,buffs
705,Sweet Soup,buffs
706,Pineberry Skewered Bat,buffs
708,Spicy Steamed Giant Crab,buffs
709,Crispy Fried Mermaid Fin,buffs
710,Seared Crocodile,buffs
711,Sweet Devourer Tongue Porridge,buffs
712,Sour Braised Crocodile Egg,buffs
713,Cloth Set,buffs
714,Complete Cloth Set,buffs
715,Leather Set,buffs
716,Complete Leather Set,buffs
717,Plate Set,buffs
719,Wraith of Maria,buffs
720,Suspicious Illusionist,buffs
721,Lassitude,buffs
722,Furious Lake Guardian,buffs
723,Toxic Substance,buffs
724,Purge,buffs
725,Tranquil Waterspout,buffs
726,Ambush,buffs
727,Capture,buffs
729,Lightning,buffs
734,Launched,buffs
735,Veil Removal,buffs
738,Stealth for a lookout,buffs
739,Running Amok,buffs
740,Complete Plate Set,buffs
741,Branded Thief,buffs
742,Intruder,buffs
743,Bubble Trap,buffs
744,Wandering Soul,buffs
745,Spell Shield (Rank 1),buffs
746,63504 DO NOT TRANSLATE,buffs
747,Undead in development,buffs
749,Flame Vortex,buffs
750,Wind Gust,buffs
751,Wind Pressure,buffs
752,Snare,buffs
753,Painful Recharge,buffs
754,Encasing Webs,buffs
756,Terror,buffs
757,Berserk,buffs
758,Off-balance,buffs
759,Poisoning,buffs
760,Deadly Poison,buffs
761,Poison Mist,buffs
762,Shock,buffs
763,Frostbite,buffs
764,Burn,buffs
765,Morale Boost,buffs
766,Laughter,buffs
767,63542 DO NOT TRANSLATE,buffs
768,Purify Wraith,buffs
769,63546 DO NOT TRANSLATE,buffs
770,Stun,buffs
771,Charmed,buffs
772,Unpleasant Sensation,buffs
773,Indignant Guard,buffs
774,Psyched Seniors,buffs
775,Purifying Banshees,buffs
776,Calmed Mistral Elemental,buffs
777,Dissonance,buffs
778,Bulwark Ballad (Rank 1),buffs
779,Flee,buffs
780,Rhythmic Renewal,buffs
781,Uptempo,buffs
782,Drunk Falcon,buffs
783,Spirit Growth,buffs
784,God's Divine Protection (Rank 1),buffs
785,God's Divine Protection (Rank 2),buffs
786,God's Divine Protection (Rank 3),buffs
787,God's Divine Protection (Rank 4),buffs
788,63584 DO NOT TRANSLATE,buffs
789,Crusade,buffs
790,Broken Machine,buffs
792,Whirlwind Slash,buffs
793,Improved Targeting,buffs
794,Health Lift (Rank 1),buffs
795,Health Lift (Rank 2),buffs
796,Health Lift (Rank 3),buffs
797,Cancel Inspire,buffs
798,Paralyzing Poison,buffs
800,Quickstep (Rank 1),buffs
801,Quickstep (Rank 2),buffs
802,Quickstep (Rank 3),buffs
803,Quickstep (Rank 4),buffs
804,Quickstep (Rank 5),buffs
805,Magic Detection,buffs
806,Baleful Recharge,buffs
807,Interrupt Spell,buffs
808,Defenseless,buffs
809,Precision Strike,buffs
810,Bondbreaker,buffs
811,Attack Speed Training,buffs
812,Supplemental Block,buffs
813,Supplemental Block,buffs
815,Untouchable,buffs
816,63638 DO NOT TRANSLATE,buffs
817,63640 DO NOT TRANSLATE,buffs
821,Fear,buffs
822,Peace,buffs
824,Lassoed,buffs
826,Tied-up,buffs
827,Taunt (Weak),buffs
828,Distressed,buffs
829,Return to Soil,buffs
830,Guardian,buffs
831,Dual-Wield Proficiency,buffs
832,63662 DO NOT TRANSLATE,buffs
833,"Ode to Recovery 
(Rank 1)",buffs
834,"Ode to Recovery 
(Rank 2)",buffs
835,"Ode to Recovery 
(Rank 3)",buffs
836,Weakened Energy,buffs
837,Shock,buffs
838,Surging Power,buffs
839,Berserk,buffs
840,Defenseless,buffs
841,Health Lift,buffs
842,Bubble Trap,buffs
843,Semiconscious,buffs
844,Falling,buffs
845,Awakened Deer,buffs
846,Eznan Pass Permit,buffs
847,Lethargy,buffs
848,63694 DO NOT TRANSLATE,buffs
849,63696 DO NOT TRANSLATE,buffs
850,Bloody Chantey (Rank 1),buffs
853,Unguarded,buffs
854,Spell Shield (Rank 2),buffs
855,Spell Shield (Rank 3),buffs
856,Spell Shield (Rank 4),buffs
857,Spell Shield (Rank 5),buffs
858,God's Mighty Divine Protection (Rank 1),buffs
859,God's Mighty Divine Protection (Rank 2),buffs
860,God's Mighty Divine Protection (Rank 3),buffs
861,God's Mighty Divine Protection (Rank 4),buffs
862,Mysterious Lodestone,buffs
863,Disregard,buffs
864,Mettle,buffs
865,Buried,buffs
866,Giant Gargoyle - Charge,buffs
867,Unlocking the Seal of a Gift Box,buffs
869,Thorny Box,buffs
870,Bloodthirst,buffs
871,Charged Bloodthirst,buffs
872,Docile Tiger,buffs
873,Angry Tiger,buffs
875,Blue Cypress Mark,buffs
876,Angry Goldscale Archerfish,buffs
877,Bloodthirst Shock,buffs
878,Domestication,buffs
880,Whirlwind Slash,buffs
882,Charged Bloodthirst,buffs
883,Snare,buffs
884,Burning Mistdemon,buffs
885,Waft Shock,buffs
886,Stalker's Mark (Rank 1),buffs
887,63764 DO NOT TRANSLATE,buffs
888,Archery Expertise,buffs
889,Marksman,buffs
890,Wood Elemental Shackle,buffs
891,Furious Wood Elemental,buffs
893,Wind Slash,buffs
894,Drop Back,buffs
895,Outrageous Spurt,buffs
896,Stealth,buffs
897,Trance,buffs
898,Standstill,buffs
899,Cumulative Damage,buffs
900,Excited Seniors,buffs
902,Blind,buffs
903,Threatening Sound,buffs
904,Purified Elemental,buffs
905,Slow Fall,buffs
907,To the Hereafter,buffs
908,63804 DO NOT TRANSLATE,buffs
910,Shackle the Falcon Soul,buffs
911,Temporary Satiety,buffs
912,Cursed Shackles,buffs
913,Stun,buffs
914,Berserk,buffs
915,Decline in Concentration,buffs
916,Tame Giant Wasp,buffs
917,Whirlwind,buffs
918,Crossing the Tigerspine Mountains,buffs
919,Trip Immunity,buffs
920,Float Immunity,buffs
921,Stun Immunity,buffs
922,Electric Shock,buffs
923,Slippery Road,buffs
924,Air Bubble Bath,buffs
925,Stun,buffs
926,Forest's Blessings,buffs
927,Teleportation Discipline,buffs
928,Falcon Shackle,buffs
930,Leg Injury,buffs
931,Drowsiness,buffs
932,Cancel Casting,buffs
933,Morale Boost,buffs
934,In Royal Presence,buffs
935,Choose Your Challenger,buffs
936,To Die For,buffs
938,Tiger Shackle,buffs
939,Poisoning,buffs
940,Domesticated,buffs
941,Arrow Found!,buffs
942,Poisoning Immunity,buffs
943,Scissors,buffs
944,Rock,buffs
945,Paper,buffs
946,Severe Drowsiness,buffs
947,Shocked,buffs
948,Scissors,buffs
949,Rock,buffs
950,Paper,buffs
951,Stomachache,buffs
952,Flatulence,buffs
953,Flatulence,buffs
954,Get Angry First,buffs
955,It was all a lie,buffs
956,"The bed is magic, not furniture.",buffs
957,Stendhal Syndrome,buffs
958,Exhaustion,buffs
959,Stendhal Syndrome,buffs
960,Stendhal Syndrome,buffs
961,Shooting Star,buffs
962,Magic Range Boost,buffs
963,Magic Precision,buffs
964,Efficient Sorcery,buffs
965,Contaminated Water Effect,buffs
966,Ghost From The Tomb,buffs
967,Survivor from Amber,buffs
968,Ghost From The Tomb,buffs
970,Amplified Magic,buffs
971,Intensified Harm,buffs
972,Ear-Splitter,buffs
973,Soul Ritual of the Dead,buffs
974,Escape,buffs
975,Deafened,buffs
977,Slow Fall,buffs
978,Wind's Gift,buffs
979,Corrupted Firran,buffs
980,Changed Firran,buffs
981,Beautiful Brown Wool,buffs
982,Energy of Phantom,buffs
983,The werespider from the webbed cocoon,buffs
984,The Dead from Amber,buffs
985,The Ghost from the Sarcophagus,buffs
988,Royal Tomb Guardian,buffs
989,Offensive Odor,buffs
990,Seething Fury,buffs
991,Stun,buffs
992,Seething Fury,buffs
993,Seething Fury,buffs
994,Good Fortune,buffs
995,Misfortune,buffs
996,Hostility,buffs
997,Voldemuerta's Identity,buffs
998,Mischief of the Wind Elemental,buffs
1000,Bulwark Ballad (Rank 1),buffs
1001,Sprinkle Flower Petals,buffs
1002,Burn,buffs
1003,Haven Defense Ceremony,buffs
1006,Mora's Grudge,buffs
1007,Purifying Elemental,buffs
1008,The elemental is weakening.,buffs
1009,To Die For 2,buffs
1010,Play Dead for Survival,buffs
1011,Insulating Lens,buffs
1012,Stiffening,buffs
1013,Absorb Lifeforce,buffs
1014,Health Exploitation,buffs
1015,Howl of Terror,buffs
1016,Curse of Blood,buffs
1017,Hatching Achassi,buffs
1018,Lassitude,buffs
1019,Rage of the Follower,buffs
1020,Fanatic,buffs
1021,Summon Time,buffs
1022,Flashing Eyes,buffs
1023,The Dream Hunter,buffs
1024,Ode to Recovery (Rank 2),buffs
1025,Beautiful Brown Wool,buffs
1026,Enhance Spell,buffs
1027,Ghost Lord's Spirit,buffs
1028,Voldemuerta's Scheme,buffs
1029,Experimental Glider,buffs
1031,Official Authority,buffs
1032,They're on official duty?,buffs
1033,Weakened Wind Elemental,buffs
1034,Weakened Elemental,buffs
1035,Retribution,buffs
1036,Misshapen Devourer,buffs
1037,Ritual failed!,buffs
1038,Animated Rocks,buffs
1039,Taste of Rotten Carrots,buffs
1040,Enlargement,buffs
1041,Unstable Trap,buffs
1042,Activated,buffs
1043,Burning Revenge,buffs
1044,War Eagle Bombing,buffs
1045,Giant Monster's Charge,buffs
1046,War Eagle Launch Buff,buffs
1047,Death's Yard,buffs
1048,Fear of the Treant,buffs
1049,Drowsiness from Poison Bite,buffs
1050,Burn!,buffs
1051,Burning Revenge,buffs
1052,Memorist's Blessing,buffs
1053,Furnace Heat,buffs
1054,Hal Hahpa's Energy,buffs
1056,Great Madness,buffs
1057,Shock Immunity,buffs
1058,Poisoning,buffs
1059,Completed Machine,buffs
1060,Magic Wing,buffs
1062,64104 DO NOT TRANSLATE,buffs
1063,Moving the Achassi Egg,buffs
1064,Wizard's Grip,buffs
1065,Blessings of the Ancestral Spirit,buffs
1066,Interest of the Wisp,buffs
1067,Root Immunity,buffs
1068,Crusade,buffs
1069,Poisonous Aura,buffs
1070,Lightning Shock,buffs
1071,Into the Waves,buffs
1072,Diving,buffs
1073,Light Footsteps,buffs
1074,Dying Giant's Comfort,buffs
1075,Tree's Vitality,buffs
1076,Remove Annie,buffs
1078,Stealth for Infiltration,buffs
1079,Awakened Miner,buffs
1080,Liberation,buffs
1081,Tumbling,buffs
1082,Acidic Fluid,buffs
1083,Torn Wound,buffs
1084,Burn,buffs
1085,Drowsiness,buffs
1086,Frostbite,buffs
1087,Nauseating stench!,buffs
1088,Bubble Trap,buffs
1089,Stealth,buffs
1090,Explosion Damage,buffs
1091,Pickpocket Success!,buffs
1092,Pickpocket Failed!,buffs
